0_age_at_initial_pathologic_diagnosis,1_..90288,1_AARS.16,1_AASS.10157,1_AATK.9625,1_ABCA7.10347,1_ABHD12.26090,1_ACADM.34,1_ADAM15.8751,1_ADAMTS19.171019,1_ADH5.128,1_ADHFE1.137872,1_ADM2.79924,1_AFF1.4299,1_AGAP8.728404,1_AHRR.57491,1_AHSA1.10598,1_ALOX12B.242,1_ALOX15B.247,1_ANKRD6.22881,1_ANO4.121601,1_APBA2.321,1_APOB.338,1_ARMCX2.9823,1_ARPC5.10092,1_ATP1A1.476,1_ATP6V0E2.155066,1_ATPIF1.93974,1_BAK1.578,1_BAT2L2.23215,1_BBS5.129880,1_BCAP29.55973,1_BCL7B.9275,1_BMP2.650,1_C10orf57.80195,1_C12orf41.54934,1_C15orf34.80072,1_C17orf77.146723,1_C17orf96.100170841,1_C20orf24.55969,1_C22orf27.150291,1_C2orf64.493753,1_C2orf85.285093,1_C3orf30.152405,1_C3orf52.79669,1_C4orf42.92070,1_C5orf28.64417,1_C6orf15.29113,1_C7orf64.84060,1_C9orf24.84688,1_CA5BP.340591,1_CABLES1.91768,1_CACNG4.27092,1_CAMSAP1.157922,1_CAPZA3.93661,1_CARD8.22900,1_CASC2.255082,1_CASP1.834,1_CATSPER2.117155,1_CBR4.84869,1_CCL17.6361,1_CDC34.997,1_CDKN2BAS.100048912,1_CHMP7.91782,1_CHPF2.54480,1_CHRND.1144,1_CKS2.1164,1_CLEC11A.6320,1_CLEC18A.348174,1_CNIH3.149111,1_CNNM1.26507,1_COBLL1.22837,1_COL8A1.1295,1_COMT.1312,1_COPB1.1315,1_COPZ2.51226,1_CWH43.80157,1_CXorf57.55086,1_CXorf64.100130613,1_CYTH1.9267,1_DAB2IP.153090,1_DACH2.117154,1_DAND5.199699,1_DBF4B.80174,1_DBNDD2.55861,1_DCAKD.79877,1_DCDC2B.149069,1_DCLK2.166614,1_DDR2.4921,1_DERL2.51009,1_DGCR6L.85359,1_DHDDS.79947,1_DHX15.1665,1_DNAH11.8701,1_DNAL4.10126,1_DPEP2.64174,1_DPY19L1.23333,1_DYNC1I1.1780,1_EBPL.84650,1_ECEL1.9427,1_ECT2.1894,1_EFHB.151651,1_EGFL7.51162,1_EIF5B.9669,1_ELF3.1999,1_ELN.2006,1_ENDOU.8909,1_EPHA2.1969,1_ERBB2.2064,1_ERGIC3.51614,1_ESR2.2100,1_ETV2.2116,1_EVX2.344191,1_EXOSC7.23016,1_FAM183A.440585,1_FAM19A3.284467,1_FAM23A.653567,1_FAM35B2.439965,1_FAM66C.440078,1_FBXO25.26260,1_FBXO4.26272,1_FKBP1AP1.2282,1_FLII.2314,1_FLJ36000.284124,1_FLJ37201.283011,1_FLVCR2.55640,1_FOLR1.2348,1_FOXP3.50943,1_FRMD8.83786,1_FXN.2395,1_FYTTD1.84248,1_FZD5.7855,1_G6PD.2539,1_GALNT13.114805,1_GJC1.10052,1_GLP1R.2740,1_GLUD2.2747,1_GMFB.2764,1_GPR1.2825,1_GPR85.54329,1_GPX8.493869,1_GRIN3B.116444,1_GSTA1.2938,1_GZMA.3001,1_HARS.3035,1_HDAC7.51564,1_HERC6.55008,1_HILS1.373861,1_HIST1H1E.3008,1_HIST1H2BM.8342,1_HIST1H3D.8351,1_HIST1H4E.8367,1_HOXB8.3218,1_HPX.3263,1_HSFX2.100130086,1_HSPB11.51668,1_IGDCC4.57722,1_IGFALS.3483,1_IGSF10.285313,1_ITGB8.3696,1_KCNIP3.30818,1_KIAA1324L.222223,1_KIAA1486.57624,1_KIAA1644.85352,1_KIF1C.10749,1_KILLIN.100144748,1_KRT75.9119,1_KRT80.144501,1_LGALS12.85329,1_LIX1L.128077,1_LOC100132215.100132215,1_LOC143666.143666,1_LOC144438.144438,1_LOC25845.25845,1_LOC339240.339240,1_LOC392196.392196,1_LOC645752.645752,1_LOC646762.646762,1_LOC650623.650623,1_LOC653653.653653,1_LOC80154.80154,1_LOC84931.84931,1_LRCH2.57631,1_LSM14A.26065,1_LYRM2.57226,1_MAGEH1.28986,1_MEIS3.56917,1_METTL9.51108,1_MFAP4.4239,1_MFN1.55669,1_MGAT4C.25834,1_MGC2752.65996,1_MGC87042.256227,1_MLST8.64223,1_MREG.55686,1_MRPL24.79590,1_MRPL32.64983,1_MRPL38.64978,1_MSH2.4436,1_MXRA7.439921,1_MYADM.91663,1_MYO1B.4430,1_NAMPT.10135,1_NCAM1.4684,1_NDUFC2.4718,1_NEIL2.252969,1_NETO2.81831,1_NFIB.4781,1_NHEG1.100294720,1_NOVA1.4857,1_NT5C3.51251,1_NUDT11.55190,1_NUDT7.283927,1_NUFIP1.26747,1_OSMR.9180,1_P2RY2.5029,1_PAFAH1B1.5048,1_PARP15.165631,1_PAX1.5075,1_PCDHB1.29930,1_PDIA2.64714,1_PDS5A.23244,1_PKD1L3.342372,1_PLCB4.5332,1_PLK3.1263,1_PLOD1.5351,1_POLDIP2.26073,1_PPP1CB.5500,1_PQLC2.54896,1_PRKCSH.5589,1_PRPF19.27339,1_PRR19.284338,1_PRRT1.80863,1_PSMB8.5696,1_PSMD11.5717,1_PTPRM.5797,1_PYCR1.5831,1_QRICH2.84074,1_RAB11FIP2.22841,1_RAB38.23682,1_RAB8A.4218,1_RAB8B.51762,1_RAD9A.5883,1_RASA2.5922,1_RG9MTD1.54931,1_RIBC2.26150,1_RINL.126432,1_RNF113A.7737,1_RNFT2.84900,1_RNLS.55328,1_RPL12.6136,1_RPL13.6137,1_RPL23P8.222901,1_RSPH9.221421,1_S100A16.140576,1_SCARNA2.677766,1_SCARNA9.619383,1_SDF4.51150,1_SEMA4G.57715,1_SEPSECS.51091,1_SF1.7536,1_SF3A1.10291,1_SH2B3.10019,1_SIPA1L1.26037,1_SLBP.7884,1_SLC25A33.84275,1_SLC29A4.222962,1_SLC2A6.11182,1_SLC4A4.8671,1_SLC4A7.9497,1_SLC6A6.6533,1_SMS.6611,1_SMU1.55234,1_SNAI2.6591,1_SNORA15.677803,1_SOX13.9580,1_SPATA8.145946,1_SPPL3.121665,1_SSR4.6748,1_TCP10L.140290,1_TIFA.92610,1_TMED2.10959,1_TMEM19.55266,1_TMEM200B.399474,1_TMEM8A.58986,1_TMEM9B.56674,1_TNKS2.80351,1_TNRC6B.23112,1_TOB1.10140,1_TRAPPC9.83696,1_TREX2.11219,1_TRIM8.81603,1_TRMT2B.79979,1_TSC22D4.81628,1_TSPYL1.7259,1_TTC22.55001,1_TUBB1.81027,1_TUBB2C.10383,1_UBAC2.337867,1_UBE2E2.7325,1_ULK4.54986,1_UPF3A.65110,1_UROD.7389,1_USP20.10868,1_USP46.64854,1_VASN.114990,1_VSIG8.391123,1_VWA1.64856,1_VWA3B.200403,1_WDR35.57539,1_WDR37.22884,1_WDR78.79819,1_WEE1.7465,1_WIZ.58525,1_XAF1.54739,1_XRCC3.7517,1_YLPM1.56252,1_YPEL4.219539,1_ZCRB1.85437,1_ZFX.7543,1_ZIC5.85416,1_ZMYND8.23613,1_ZNF134.7693,1_ZNF239.8187,1_ZNF418.147686,1_ZNF528.84436,1_ZNF548.147694,1_ZNF613.79898,1_ZNF615.284370,1_ZNF630.57232,1_ZNF648.127665,1_ZNF845.91664,1_ZSCAN20.7579
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
